animal_id,animal_type,breed,color,date_of_birth,date_of_outcome,name,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long
A677291,Dog,Beagle Mix,Brown/White,2014-01-23,2014-04-23,,Partner,Transfer,Intact Female,30.41793017,-97.2820336
A716676,Dog,Rat Terrier Mix,Tricolor,2013-11-23,2015-11-29,,,Adoption,Spayed Female,30.39984786,-97.3888512
A753746,Dog,Whippet/Labrador Retriever,Black/White,2017-04-25,2017-07-14,King,,Adoption,Neutered Male,30.35564962,-97.44234589
A763131,Cat,Domestic Shorthair Mix,Blue Tabby,2017-08-03,2017-12-08,,Snr,Transfer,Intact Female,30.60857297,-97.72400312
A675026,Dog,Chihuahua Shorthair Mix,Cream,2012-09-21,2014-04-06,,Partner,Transfer,Intact Male,30.31563582,-97.62153891
A732170,Dog,German Shepherd Mix,Black,2016-03-19,2016-09-03,Millie,,Adoption,Spayed Female,30.28244811,-97.28711136
A712358,Cat,Domestic Shorthair Mix,Blue,2015-09-15,2015-09-22,,Partner,Transfer,Intact Female,30.39782358,-97.25309071
A717035,Dog,Chihuahua Shorthair Mix,Brown,2011-12-01,2015-12-18,*Roo,Offsite,Adoption,Neutered Male,30.67296017,-97.53645006
A649442,Dog,Pomeranian Mix,Red,2008-07-05,2014-07-06,Christie,,Return to Owner,Spayed Female,30.7346453,-97.57415476
A723391,Other,Rabbit Sh Mix,White/Black,2015-03-31,2016-06-09,*Willow,,Adoption,Spayed Female,30.60195973,-97.34440776
A698122,Dog,Labrador Retriever Mix,Brown,2015-02-28,2015-03-06,,Partner,Transfer,Unknown,30.30680313,-97.28184008
A690920,Cat,Domestic Medium Hair Mix,Brown Tabby,2014-10-06,2014-10-28,,Partner,Transfer,Intact Female,30.39596167,-97.65030478
A696304,Dog,Pit Bull Mix,White/Brown,2014-02-02,2015-03-14,*Indie,,Adoption,Spayed Female,30.74084543,-97.55383023
A704917,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-03,2015-07-19,*Ella,Foster,Adoption,Spayed Female,30.37702925,-97.44351193
A696560,Dog,Rat Terrier/Miniature Poodle,White/Brown,2014-11-22,2015-02-08,Chester,,Adoption,Neutered Male,30.70985013,-97.2685587
A685997,Dog,Labrador Retriever/Border Collie,Black/White,2012-08-15,2014-09-21,Ruby,Partner,Transfer,Spayed Female,30.2751078,-97.36070507
A717073,Dog,Alaskan Husky,Black/White,2013-12-01,2015-12-02,Athena,,Return to Owner,Intact Female,30.29002907,-97.44987718
A702383,Dog,Black Mouth Cur Mix,Brown/Black,2014-05-17,2016-01-30,Zee,,Adoption,Neutered Male,30.37747013,-97.65381343
A691886,Dog,Pit Bull Mix,Brown,2012-11-11,2014-12-12,*Woody,Partner,Transfer,Neutered Male,30.68543041,-97.47446989
A673271,Dog,German Shepherd/Labrador Retriever,Black/Brown,2013-07-21,2014-03-09,Tera,,Adoption,Spayed Female,30.63321223,-97.32917244
A719219,Dog,Pit Bull Mix,Brown,2014-01-15,2016-02-14,Penny,,Adoption,Spayed Female,30.27610435,-97.40512582
A722032,Dog,Labrador Retriever Mix,Yellow,2010-03-17,2016-05-22,Zac,,Adoption,Neutered Male,30.29258294,-97.28238282
A743924,Dog,Pit Bull Mix,Fawn/White,2015-02-20,2017-04-16,*Gilley,,Adoption,Spayed Female,30.67525553,-97.26375381
A694059,Dog,Boxer/Staffordshire,Black/White,2009-12-19,2014-12-29,Simon,,Adoption,Neutered Male,30.59075823,-97.35348787
A683388,Other,Squirrel Mix,Brown,2014-01-09,2014-07-09,,Suffering,Euthanasia,Unknown,30.42377149,-97.34838931
A711324,Cat,Domestic Shorthair Mix,Blue,2015-09-01,2015-11-27,,,Adoption,Spayed Female,30.56064161,-97.3101684
A739197,Dog,Pointer Mix,Chocolate/White,2015-11-29,2017-03-18,Molly,,Adoption,Spayed Female,30.4920765,-97.56809137
A741286,Cat,Domestic Shorthair Mix,Chocolate,2006-12-30,2017-02-10,Gambit,,Adoption,Neutered Male,30.43750071,-97.41227441
A714484,Dog,English Springer Spaniel/Beagle,Black/White,2005-10-23,2015-12-30,*Chaucer,Medical,Euthanasia,Neutered Male,30.45618149,-97.28998047
A678080,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-04-03,2014-06-29,*Snickers,Offsite,Adoption,Neutered Male,30.39245476,-97.38315677
A653281,Dog,Labrador Retriever/Pit Bull,Black,2013-04-23,2014-03-29,Biggie,Partner,Transfer,Neutered Male,30.28567176,-97.71199743
A735559,Dog,Great Pyrenees Mix,White,2014-09-25,2016-09-26,Gypsy,,Return to Owner,Spayed Female,30.31729506,-97.63074479
A735319,Cat,Domestic Shorthair Mix,Black,2016-09-07,2016-09-22,,Partner,Transfer,Intact Female,30.51951848,-97.45360934
A696024,Dog,Pit Bull Mix,Brown Brindle/White,2014-06-27,2015-02-08,*Paris,,Adoption,Spayed Female,30.67110943,-97.30983888
A693088,Dog,Chihuahua Shorthair Mix,Tan,2014-10-01,2015-10-08,Cindy,Partner,Transfer,Spayed Female,30.51801048,-97.58096184
A668715,Dog,Labrador Retriever Mix,Chocolate/White,2011-12-07,2014-01-15,,,Adoption,Spayed Female,30.54384972,-97.7283058
A695230,Cat,Domestic Shorthair Mix,Blue,2013-01-11,2015-01-12,Otter,SCRP,Transfer,Neutered Male,30.49720107,-97.43413726
A726930,Dog,Dachshund Mix,Brown/White,2015-05-16,2016-05-31,,,Adoption,Neutered Male,30.61399661,-97.31463768
A756669,Dog,Chihuahua Shorthair/Cairn Terrier,Gray/Tan,2006-08-23,2017-10-26,*Lois,Foster,Adoption,Spayed Female,30.70702419,-97.52064578
A740124,Cat,Domestic Shorthair Mix,Orange Tabby,2013-12-11,2016-12-24,Tigger,,Adoption,Neutered Male,30.43143052,-97.52470484
A707434,Dog,Chihuahua Shorthair Mix,Tan,2013-02-11,2016-02-12,Choni,,Adoption,Neutered Male,30.39725979,-97.49137761
A757848,Cat,Domestic Shorthair Mix,Lynx Point/Blue,2010-09-07,2017-09-21,Nikka,,Adoption,Spayed Female,30.53443949,-97.5107215
A700170,Dog,Pit Bull Mix,Fawn,2014-09-09,2015-04-12,Haze,,Return to Owner,Spayed Female,30.70626255,-97.74168675
A691276,Cat,Domestic Shorthair Mix,Black,2014-09-25,2014-12-09,*Paprika,Partner,Transfer,Intact Female,30.65975099,-97.69379996
A700028,Dog,Chihuahua Shorthair/Dachshund,Black/White,2014-04-06,2015-04-13,*Elmo,,Adoption,Neutered Male,30.51160512,-97.36232968
A722036,Dog,Basset Hound Mix,Black/White,2015-05-09,2016-03-13,Loki,,Adoption,Neutered Male,30.36594804,-97.70075535
A742792,Dog,Australian Shepherd Mix,Tricolor,2013-01-28,2017-02-16,Cosmo,,Return to Owner,Intact Male,30.37441325,-97.59735211
A707701,Dog,Chihuahua Shorthair Mix,White,2015-02-16,2015-07-16,Carmelita,,Return to Owner,Intact Female,30.65871321,-97.47188596
A737462,Cat,Domestic Shorthair Mix,Orange Tabby/White,2016-08-28,2016-11-01,Maya,,Adoption,Spayed Female,30.60257821,-97.49193303
A718421,Dog,German Shepherd Mix,Brown,2012-12-29,2016-01-18,Susie,,Adoption,Spayed Female,30.46001595,-97.45560871
A663714,Dog,Boxer/American Bulldog,Brown/White,2011-09-23,2013-11-15,Trigger,Partner,Transfer,Neutered Male,30.66526595,-97.50831769
A731795,Dog,Doberman Pinsch,Black/Tan,2015-11-15,2016-08-06,Negro,,Return to Owner,Intact Male,30.56632974,-97.64494261
A747569,Cat,Domestic Medium Hair Mix,White/Orange,2017-03-30,2017-06-01,*Papi,Foster,Adoption,Neutered Male,30.66832381,-97.63609483
A733114,Cat,Domestic Shorthair Mix,Gray/White,2016-08-10,2016-10-06,Avery,Foster,Adoption,Intact Female,30.56959665,-97.50550549
A689970,Cat,Domestic Shorthair Mix,Orange Tabby,2014-07-28,2015-02-27,Clove,Foster,Adoption,Spayed Female,30.40677445,-97.52514401
A666163,Cat,Domestic Shorthair Mix,Brown Tabby,2013-08-20,2013-11-03,,,Adoption,Spayed Female,30.29728387,-97.67322514
A691703,Dog,French Bulldog,White/Black,2013-11-08,2014-11-10,Dexter,,Return to Owner,Intact Male,30.60561743,-97.58692338
A681349,Dog,Border Collie,Black/White,2013-06-15,2014-07-16,Beau,Foster,Adoption,Neutered Male,30.62785023,-97.3864224
A686445,Other,Bat,Brown,2014-07-22,2014-08-22,,Rabies Risk,Euthanasia,Unknown,30.70392345,-97.72346695
A727371,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-21,2016-05-25,,SCRP,Transfer,Spayed Female,30.45325587,-97.47317112
A679003,Dog,Labrador Retriever/Chow Chow,Black,2011-05-15,2014-09-22,Billy,,Adoption,Neutered Male,30.6496092,-97.26151792
A665897,Cat,Domestic Shorthair Mix,Black,2012-10-24,2013-11-05,,SCRP,Transfer,Intact Female,30.31953713,-97.68297033
A684187,Cat,Domestic Shorthair Mix,Blue/White,2014-05-24,2014-08-08,,,Adoption,Spayed Female,30.67035928,-97.46169354
A606735,Dog,Boston Terrier/Miniature Schnauzer,Brown Brindle/White,2009-02-22,2014-03-04,Duke,,Return to Owner,Intact Male,30.60295317,-97.41883066
A702557,Dog,Australian Shepherd Mix,Chocolate/White,2015-02-15,2016-02-29,Max,,Adoption,Neutered Male,30.6496824,-97.24983479
A675963,Dog,Labrador Retriever Mix,Buff,2011-04-02,2014-04-08,Rusty,,Adoption,Neutered Male,30.65831357,-97.73536668
A748109,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-04-29,2017-05-10,,Snr,Transfer,Neutered Male,30.4385349,-97.7380019
A686136,Cat,Domestic Shorthair Mix,Cream Tabby,2014-03-02,2014-09-03,*Bashful,,Adoption,Spayed Female,30.70768344,-97.69449741
A694894,Dog,Pit Bull Mix,Brown Brindle/White,2014-12-22,2015-01-08,,,Return to Owner,Intact Male,30.38799052,-97.72643242
A680502,Other,Bat Mix,Brown,2011-06-03,2014-06-04,,Rabies Risk,Euthanasia,Unknown,30.6873091,-97.39314096
A738110,Dog,Labrador Retriever Mix,Yellow,2014-11-09,2016-11-11,Rocky,,Return to Owner,Intact Male,30.30111188,-97.44506837
A662881,Cat,Domestic Shorthair Mix,Orange Tabby,2013-07-19,2013-10-04,*Tangerine,,Adoption,Spayed Female,30.45267361,-97.36401659
A751586,Cat,Domestic Shorthair Mix,Calico,2017-04-24,2017-06-19,,Partner,Transfer,Intact Female,30.59333344,-97.71248397
A710460,Dog,Labrador Retriever Mix,Brown/White,2012-08-23,2015-08-24,Niki,,Return to Owner,Spayed Female,30.37290056,-97.27262481
A684772,Cat,Domestic Shorthair Mix,Black,2005-07-28,2014-10-01,*Peanut,Partner,Transfer,Neutered Male,30.46872379,-97.39458258
A730577,Cat,Domestic Shorthair Mix,White/Black,2016-06-23,2016-07-15,,In Kennel,Missing,Intact Male,30.7261762,-97.43002883
A726934,Dog,Jack Russell Terrier/Italian Greyhound,Tan,2014-11-16,2016-05-20,Mosha,,Return to Owner,Spayed Female,30.44757242,-97.38771894
A757408,Dog,Labrador Retriever Mix,Black/White,2015-09-02,2017-10-06,*Nick,,Adoption,Neutered Male,30.43253698,-97.6166587
A677666,Dog,Chihuahua Shorthair Mix,Tan/White,2008-04-30,2014-05-01,Chloe,,Return to Owner,Spayed Female,30.48789053,-97.53291432
A686173,Dog,Australian Kelpie Mix,Black/White,2014-07-24,2014-08-20,,Partner,Transfer,Intact Female,30.47781582,-97.72658303
A763868,Dog,Pit Bull Mix,Brown Brindle/White,2016-12-17,2018-01-28,Jenny,,Adoption,Spayed Female,30.48700117,-97.50205053
A691615,Dog,German Shepherd/Siberian Husky,Sable,2014-07-07,2014-11-12,,,Adoption,Neutered Male,30.67426231,-97.34606198
A672649,Other,Rabbit Sh Mix,White/Brown,2013-02-14,2014-03-19,*Micah,Partner,Transfer,Intact Male,30.71676656,-97.36321861
A646066,Dog,German Shepherd Mix,Black/Tan,2012-09-16,2015-12-03,Boy,,Return to Owner,Neutered Male,30.28665893,-97.44750435
A695174,Cat,Domestic Shorthair Mix,Calico,2014-11-25,2015-02-06,*Cecilia,,Adoption,Intact Female,30.33530377,-97.54195169
A680993,Cat,Domestic Shorthair Mix,Black,2014-06-08,2014-06-11,,Partner,Transfer,Intact Male,30.36899918,-97.62358775
A615155,Dog,Pit Bull Mix,White/Black,2007-12-03,2017-08-04,Milly,,Return to Owner,Spayed Female,30.3909781,-97.59788016
A443497,Dog,Pit Bull Mix,White/Brown,2004-02-18,2014-02-03,Cookie,Partner,Transfer,Spayed Female,30.63889091,-97.37810974
A731170,Dog,Pit Bull Mix,White/Brown Brindle,2015-07-17,2016-07-19,,Partner,Transfer,Intact Male,30.41719852,-97.57505379
A730602,Dog,Labrador Retriever Mix,Brown/Tan,2015-09-07,2016-07-16,*Link,,Adoption,Neutered Male,30.70275266,-97.5382689
A735638,Cat,Domestic Shorthair Mix,White/Brown Tabby,2014-09-26,2016-10-01,Jazz,,Return to Owner,Spayed Female,30.70090061,-97.45930807
A746526,Cat,Domestic Shorthair Mix,Blue,2017-03-28,2017-04-05,,Partner,Transfer,Unknown,30.68672287,-97.48769184
A757395,Other,Guinea Pig Mix,Calico,2016-09-01,2017-09-03,,Partner,Transfer,Unknown,30.31976946,-97.28042506
A725156,Cat,Domestic Shorthair Mix,White/Blue,2016-04-04,2016-12-16,*Maggie,Foster,Adoption,Spayed Female,30.53642374,-97.38329028
A691853,Dog,Labrador Retriever Mix,Black,2006-11-10,2014-11-11,,Suffering,Euthanasia,Intact Male,30.4295724,-97.68103982
A711545,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-08,2016-08-14,*Misty,Partner,Transfer,Spayed Female,30.47362806,-97.44185198
A735577,Dog,Chihuahua Shorthair Mix,Tricolor,2015-09-25,2016-09-29,,,Adoption,Spayed Female,30.59273528,-97.45160359
A693772,Cat,Domestic Shorthair Mix,Blue,2014-09-11,2014-12-17,*Eddie,,Adoption,Neutered Male,30.28668605,-97.3373642
A681252,Dog,Siberian Husky Mix,Gray/White,2012-12-17,2014-06-17,London,,Return to Owner,Intact Female,30.70171241,-97.69374218
A758624,Cat,Domestic Medium Hair Mix,Gray,2015-09-19,2017-09-23,,Snr,Transfer,Intact Female,30.45497662,-97.41498659
A688370,Cat,Domestic Shorthair Mix,Blue Tabby/White,2014-09-03,2014-09-18,,Partner,Transfer,Intact Female,30.41038013,-97.47114437
A755835,Dog,Border Terrier/Yorkshire Terrier,Brown/White,2015-08-09,2017-08-13,,,Adoption,Neutered Male,30.40711719,-97.44176449
A736471,Dog,Doberman Pinsch,Black/Brown,2015-04-11,2016-12-07,Leisel,,Return to Owner,Spayed Female,30.7523952,-97.39106018
A688996,Dog,Golden Retriever Mix,Red,2012-09-27,2014-10-01,*Gibson,Partner,Transfer,Neutered Male,30.29206144,-97.59568222
A687897,Cat,Domestic Shorthair Mix,Black,2009-09-11,2014-09-18,*Wesley,Partner,Transfer,Neutered Male,30.65909755,-97.5964339
A709595,Dog,Labrador Retriever Mix,Red/White,2015-04-15,2015-08-15,Bella,,Adoption,Spayed Female,30.27071987,-97.63325593
A677607,Dog,Siberian Husky Mix,Sable/White,2013-04-26,2014-05-09,Athena,,Adoption,Spayed Female,30.32048362,-97.42504699
A758429,Cat,Domestic Shorthair Mix,Gray Tabby,2017-08-16,2017-09-16,,Partner,Transfer,Intact Male,30.50748663,-97.45715705
A723241,Dog,Miniature Poodle/Maltese,Gray/White,2014-03-29,2016-04-01,Sadie,,Return to Owner,Spayed Female,30.34225795,-97.52102895
A683001,Cat,Domestic Shorthair Mix,Tortie,2014-04-27,2014-07-14,*Moonpie,,Adoption,Spayed Female,30.39440236,-97.3790156
A685753,Dog,Dachshund/Chihuahua Shorthair,Brown/White,2014-05-25,2014-08-16,Otto,Partner,Transfer,Neutered Male,30.6027302,-97.70021144
A730058,Dog,English Shepherd Mix,Black/White,2016-04-17,2016-07-04,,Partner,Transfer,Neutered Male,30.72837029,-97.40230716
A697854,Dog,Beauceron Mix,Black/Tan,2005-03-09,2015-06-04,Monty,,Adoption,Neutered Male,30.49272169,-97.42189741
A712401,Cat,Domestic Shorthair Mix,Tortie,2013-09-22,2015-10-01,Molly,,Adoption,Spayed Female,30.32039216,-97.41832947
A669485,Dog,Pit Bull/St. Bernard Smooth Coat,White/Black,2011-12-21,2013-12-25,Shades,Aggressive,Euthanasia,Intact Male,30.5980841,-97.38553235
A696147,Dog,Labrador Retriever,Black,2013-01-30,2015-02-03,Matty,,Return to Owner,Intact Male,30.44040231,-97.53962819
A721681,Cat,Domestic Shorthair Mix,Blue,2015-10-02,2016-03-06,,,Adoption,Neutered Male,30.47611549,-97.65520677
A685566,Dog,Catahoula/Pointer,Brown Merle/White,2014-06-09,2014-08-10,,,Adoption,Spayed Female,30.60913377,-97.29275172
A758492,Cat,Domestic Shorthair Mix,Brown Tabby,2017-09-14,2017-11-05,,,Adoption,Neutered Male,30.53755892,-97.32518352
A691733,Cat,Domestic Medium Hair Mix,Blue Tabby,2009-11-08,2016-04-26,Fluffy,,Adoption,Neutered Male,30.67081348,-97.46135496
A723872,Dog,Miniature Poodle Mix,White/White,2014-10-08,2016-04-14,Nelson,,Adoption,Neutered Male,30.56320428,-97.49545564
A719043,Dog,Pit Bull Mix,Brown,2013-01-11,2016-01-27,*Leo,Partner,Transfer,Intact Male,30.26854233,-97.55397594
A734868,Dog,Labrador Retriever/Australian Cattle Dog,Tan/White,2016-07-01,2016-09-18,,,Adoption,Neutered Male,30.60389018,-97.58066498
A697207,Cat,Domestic Medium Hair Mix,Black,2015-01-04,2015-02-20,,Partner,Transfer,Intact Male,30.56022753,-97.27325808
A704313,Cat,Domestic Shorthair Mix,Blue,2015-04-03,2015-06-05,Rumi,,Adoption,Intact Female,30.64060149,-97.55698801
A671308,Cat,Domestic Shorthair Mix,Black Tabby/White,2013-08-22,2014-06-11,Siegfried,,Adoption,Neutered Male,30.66866457,-97.63915988
A760978,Dog,Staffordshire Mix,Blue/White,2013-10-27,2018-01-27,Michelle,,Adoption,Spayed Female,30.60168412,-97.55524654
A762659,Dog,Boxer Mix,White,2014-11-22,2018-01-21,Roxy,,Adoption,Spayed Female,30.75267544,-97.70291304
A696098,Other,Bat Mix,Brown,2013-01-29,2015-01-30,,Rabies Risk,Euthanasia,Unknown,30.32453831,-97.38596752
A678320,Dog,Labrador Retriever/Boxer,Brown/White,2013-02-07,2014-05-14,Shirley,,Adoption,Spayed Female,30.68716375,-97.67603501
A625274,Dog,Chihuahua Shorthair Mix,White/Tan,2010-04-22,2014-12-12,Brown Suga,,Return to Owner,Spayed Female,30.73621515,-97.6699373
A679652,Dog,Dachshund Mix,Brown/Black,2013-05-24,2014-06-06,*Navin,,Adoption,Neutered Male,30.42888443,-97.26538217
A719857,Dog,Pit Bull Mix,White/Black,2015-01-29,2016-02-01,*Minniemouse,,Return to Owner,Intact Female,30.43453485,-97.38311612
A675605,Dog,American Staffordshire Terrier Mix,Brown Brindle/White,2013-03-29,2014-04-12,*Bartholomew,,Adoption,Neutered Male,30.28640416,-97.55414209
A577781,Dog,Australian Shepherd Mix,Brown/White,2000-06-28,2013-12-21,Charlie,Partner,Transfer,Spayed Female,30.34153675,-97.41789037
A750992,Cat,Domestic Shorthair Mix,Brown Tabby,2016-06-03,2017-06-07,,Snr,Transfer,Spayed Female,30.50312503,-97.31693463
A680440,Dog,Chihuahua Shorthair/Pug,Tricolor,2002-06-02,2014-06-03,Elle,,Return to Owner,Spayed Female,30.42892139,-97.42521903
A689801,Cat,Domestic Shorthair Mix,Orange Tabby,2014-09-02,2014-11-01,Tomas,Foster,Adoption,Neutered Male,30.45998218,-97.63785797
A665688,Dog,Cairn Terrier,Buff,2013-03-21,2013-11-10,Precious,,Adoption,Spayed Female,30.35619252,-97.63944485
A730546,Dog,American Bulldog Mix,Buff/White,2005-07-07,2016-07-17,Butch,,Return to Owner,Intact Male,30.64687709,-97.7018064
A750950,Dog,Chihuahua Shorthair Mix,Red,2015-06-02,2017-06-09,*Carman,Partner,Transfer,Intact Female,30.32145986,-97.68327888
A678874,Other,Bat Mix,Brown,2012-05-13,2014-05-14,,Rabies Risk,Euthanasia,Unknown,30.37399618,-97.68203277
A667404,Dog,Labrador Retriever/German Shepherd,Tricolor,2010-11-17,2013-11-18,Nina,,Return to Owner,Spayed Female,30.33191885,-97.41619289
A723940,Cat,Domestic Shorthair Mix,Brown Tabby,2015-12-09,2016-04-14,,SCRP,Transfer,Neutered Male,30.67136304,-97.28282531
A695798,Cat,Domestic Shorthair Mix,Orange,2014-02-23,2015-01-23,Jim,Suffering,Euthanasia,Neutered Male,30.37848175,-97.31413056
A732014,Dog,Border Collie Mix,Black/White,2016-07-01,2016-09-08,,Foster,Adoption,Neutered Male,30.40754497,-97.64257871
A753369,Cat,Domestic Shorthair Mix,Blue,2010-07-05,2017-08-26,Yoda,Partner,Transfer,Spayed Female,30.58242327,-97.3003366
A680816,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2014-04-16,2014-06-13,*Zoey,Partner,Transfer,Intact Female,30.35306273,-97.63328585
A609629,Dog,Rottweiler Mix,Tan,2003-09-11,2015-03-24,Joey,,Return to Owner,Intact Male,30.29465496,-97.46860063
A736578,Dog,Jack Russell Terrier Mix,Brown/White,2015-10-13,2016-10-23,*Oscar,Partner,Transfer,Neutered Male,30.48830766,-97.38409931
A679702,Dog,Australian Shepherd Mix,Black/White,2014-04-29,2014-06-30,,Foster,Adoption,Spayed Female,30.52392581,-97.52893574
A757577,Dog,Pit Bull Mix,Brown/White,2013-09-04,2017-09-14,Neno,,Return to Owner,Intact Male,30.71487325,-97.515795
A688431,Dog,Labrador Retriever Mix,Yellow,2013-03-19,2014-09-23,Jaxson,,Return to Owner,Neutered Male,30.66119155,-97.72788468
A723558,Dog,Pit Bull Mix,Brown Brindle/White,2015-09-19,2016-05-13,Alda,,Return to Owner,Spayed Female,30.65295544,-97.35976322
A673986,Dog,Labrador Retriever/American Bulldog,Cream,2013-11-05,2016-04-30,Biskit,Foster,Adoption,Neutered Male,30.4847111,-97.39719478
A694395,Dog,Labrador Retriever/Boxer,Tan/White,2014-05-27,2015-01-03,*Zooey,,Adoption,Spayed Female,30.30325551,-97.68123331
A733318,Dog,Rottweiler Mix,Black/Tan,2015-08-20,2016-08-21,Lotte,,Return to Owner,Spayed Female,30.31476932,-97.32008093
A732619,Dog,Pointer Mix,White/Black,2015-08-10,2016-11-26,Cassy,,Adoption,Spayed Female,30.33651217,-97.55677666
A680457,Dog,Pit Bull Mix,Black/White,2014-04-03,2014-06-06,Roscoe,,Return to Owner,Neutered Male,30.33101789,-97.345738
A697851,Dog,German Shepherd/Labrador Retriever,Tan/Black,2005-03-02,2015-06-28,Maxy,,Adoption,Spayed Female,30.41373664,-97.35400637
A741433,Cat,Domestic Shorthair Mix,Black/White,2016-08-02,2017-10-04,Shayla,,Return to Owner,Spayed Female,30.6751564,-97.41811748
A747800,Cat,Domestic Shorthair Mix,Blue Tabby,2016-04-12,2017-06-21,*Mackeral,,Return to Owner,Neutered Male,30.51975265,-97.53569523
A726979,Other,Opossum Mix,White/Gray,2013-05-17,2016-05-17,,Medical,Euthanasia,Unknown,30.36613265,-97.35769425
A731007,Cat,Domestic Shorthair Mix,Brown Tabby,2016-05-14,2016-09-10,*Tavis,,Adoption,Neutered Male,30.72339866,-97.54659564
A721104,Dog,Labrador Retriever Mix,Brown,2006-03-01,2016-03-03,*Ruby,Partner,Transfer,Spayed Female,30.49068653,-97.52070726
A761526,Cat,Domestic Shorthair Mix,Torbie,2017-07-06,2017-11-12,*Tink,,Adoption,Spayed Female,30.68427733,-97.26638695
A750375,Cat,Siamese Mix,Lynx Point/White,2010-05-26,2017-06-06,Meow Meow,,Return to Owner,Spayed Female,30.6906672,-97.35089943
A736587,Dog,Labrador Retriever Mix,Tricolor,2016-09-29,2016-11-21,,,Adoption,Spayed Female,30.47822379,-97.32169705
A749390,Cat,Domestic Shorthair Mix,Cream Tabby,2017-04-07,2017-06-17,*Donny,,Adoption,Neutered Male,30.7605682,-97.67444347
A671142,Dog,Beagle/Labrador Retriever,Brown/White,2012-01-19,2014-02-01,*Francie,,Adoption,Spayed Female,30.51539613,-97.30860799
A714210,Cat,Domestic Shorthair Mix,Blue Tabby,2015-07-29,2015-11-11,*Wanda,,Adoption,Spayed Female,30.34723328,-97.42939822
A673525,Dog,Labrador Retriever Mix,Black/White,2013-04-25,2014-04-12,*Austin,Partner,Transfer,Neutered Male,30.62996393,-97.60644358
A758374,Cat,Domestic Shorthair Mix,Orange Tabby,2015-09-15,2017-10-14,*Peche,,Adoption,Spayed Female,30.28035548,-97.4961913
A671302,Dog,Labrador Retriever Mix,Black,2013-01-22,2014-02-01,Jack,,Adoption,Neutered Male,30.48928459,-97.29734724
A739549,Dog,Labrador Retriever Mix,Tan,2016-06-04,2016-12-04,Penny,,Return to Owner,Intact Female,30.74729679,-97.61529461
A709228,Dog,Australian Cattle Dog/German Shepherd,Tricolor,2014-02-06,2015-08-15,*Willie,,Adoption,Neutered Male,30.40494761,-97.30302377
A697253,Dog,Black Mouth Cur Mix,Tan/Black,2014-12-20,2016-03-18,Hazel,,Adoption,Spayed Female,30.53438389,-97.63991476
A700507,Dog,Chihuahua Shorthair Mix,Tan,2014-11-15,2016-02-28,Gracie,,Adoption,Spayed Female,30.72055767,-97.72218667
A761233,Cat,Domestic Medium Hair Mix,Black,2017-10-01,2017-12-12,*Orville,Foster,Adoption,Neutered Male,30.6465478,-97.39881661
A671530,Other,Raccoon Mix,Brown/Brown,2013-01-26,2014-01-26,,Rabies Risk,Euthanasia,Unknown,30.55577718,-97.37212149
A728466,Dog,Pit Bull Mix,Blue/White,2015-06-04,2016-06-14,*Laura Sue,,Adoption,Spayed Female,30.67455693,-97.47021532
A678102,Other,Bat Mix,Brown,2013-11-04,2014-05-04,,Rabies Risk,Euthanasia,Unknown,30.37965451,-97.3183353
A752755,Dog,Chinese Sharpei,Blue,2007-06-27,2017-06-27,Lulu,,Return to Owner,Spayed Female,30.29260976,-97.33441705
A694812,Dog,Pug/Labrador Retriever,Black,2013-09-12,2015-08-19,Peaches,,Return to Owner,Spayed Female,30.50805485,-97.27858929
A758352,Dog,Dalmatian Mix,White/Black,2016-09-14,2017-09-17,Alice,,Return to Owner,Intact Female,30.46493825,-97.2884329
A701234,Cat,Domestic Shorthair Mix,Blue,2015-04-03,2015-04-25,,Partner,Transfer,Intact Male,30.31040451,-97.5299089
A673918,Other,Bat,Brown,2013-03-04,2014-03-04,,Rabies Risk,Euthanasia,Unknown,30.48506888,-97.40812405
A723369,Cat,Domestic Shorthair Mix,Tortie,2014-03-30,2016-04-04,,SCRP,Transfer,Spayed Female,30.42266837,-97.52348697
A733787,Dog,Miniature Poodle Mix,White,2005-08-28,2016-11-13,Topper,Partner,Transfer,Neutered Male,30.34923156,-97.32010047
A720770,Dog,Newfoundland Mix,Black,2012-02-14,2016-05-15,*Captain,,Adoption,Neutered Male,30.6079787,-97.33078205
A720166,Dog,Labrador Retriever Mix,White,2013-02-03,2016-02-14,Bj,,Return to Owner,Neutered Male,30.6339168,-97.36862993
A744960,Dog,Chihuahua Shorthair Mix,White/Black,2015-03-10,2017-03-18,*Gracie,,Adoption,Spayed Female,30.33705818,-97.48738862
A679690,Dog,Golden Retriever Mix,Gold,2014-02-24,2014-05-24,,Partner,Transfer,Intact Male,30.34983793,-97.57704379
A723881,Dog,Beagle Mix,Yellow,2003-10-08,2016-05-12,Cosack,Partner,Transfer,Neutered Male,30.62705519,-97.64938626
A709515,Cat,Domestic Shorthair Mix,Brown Tabby,2014-08-10,2015-08-11,,SCRP,Transfer,Spayed Female,30.48128807,-97.39989498
